terms,word_len
bronchopneumonia,16
bronchopneumonitis,18
bronchopulmonary,16
bronchorrhagia,14
bronchorrhea,12
bronchoscope,12
bronchoscopy,12
bronchospasm,12
bronchostenosis,15
bronchotome,11
bronchotomy,11
bronchotracheal,15
bronchotyphoid,14
bronchovesiculai,16
bronchus,8
brossage,8
broussaisism,12
Brueckenau,10
bruissement,11
bruit,5
ment,4
murmur,6
pluie,5
politzerization,15
sound,5
heart,5
bubas,5
bubble,6
bubonocele,10
bucardia,8
buccilingual,12
buccocerrical,13
buccogingival,13
buccophsiryngeal,16
buchu,5
Budapest,8
buddelse,8
btifagin,8
buffer,6
buggery,7
bulbitis,8
bulboid,7
bulbonuclear,12
bulbourethral,13
bulimia,7
bulpiss,7
atrium,6
bungpagga,9
bunion,6
buphthalmos,11
burrow,6
bursitis,8
bursula,7
Bussang,7
tringent,8
butyiometer,11
byssocausis,11
byssophthisis,13
cacao,5
Cachat,6
cachet,6
cachexia,8
sprue,5
cachexy,7
cacocholia,10
cacochylia,10
cacochymia,10
cacoethes,9
cacoethic,9
cacogenesis,11
cacogenic,9
cacogenics,10
cacogeusia,10
cacomelia,9
cacothenic,10
cacothenics,11
cadaver,7
csesium,7
caffeic,7
caffeina,8
citras,6
caffeine,8
caffeinism,10
diuretic,8
cainotophobia,13
superficial,11
cajeputene,10
calabarine,10
calage,6
calamine,8
calcaneus,9
calcariuria,11
calclcosis,10
calcigerous,11
calcimeter,10
calcine,7
calciphilia,11
antiseptic,10
calcophorous,12
calcospherite,13
calcreose,9
calculus,8
calyces,7
tartar,6
lith,4
artery,6
calefacient,11
calentura,9
calenture,9
calf,4
caliculus,9
caligo,6
glycerin,8
callosomarginal,15
callous,7
calmine,7
calolactose,11
calorescence,12
calorie,7
calorifacient,13
calorimetry,11
calory,6
calvities,9
calx,4
calycine,8
calycle,7
calyculus,9
eapsulated,10
calyptra,8
camera,6
camisole,8
Cammidge,8
phate,5
camphene,8
campholyptus,12
camphor,7
menthol,7
camphora,8
camphoroxol,11
camptocormia,12
camptodactylia,14
canadine,8
testine,7
canallculization,16
canals,6
canalization,12
cancelli,8
cancerine,9
canceroderm,11
canceromyces,12
cancerophobia,13
cancriform,10
cancroid,8
canine,6
canities,8
canker,6
canna,5
cannabene,9
cannabin,8
cannabine,9
cannabism,9
cantharides,11
cantharidism,12
kantharis,9
canthitis,9
cantholysis,11
canthoplasty,12
canthorrhaphy,13
plasty,6
canutillo,9
caoutchouc,10
capacity,8
inhalation,10
capeline,8
capiltaire,10
capiUarectasia,14
capillaritis,12
capiUitium,10
caprenalin,10
capriloquism,12
caproylamine,12
lant,4
capsitis,8
capsule,7
capsulitis,10
capsulorrhaphy,14
capsulotome,11
caput,5
Capvem,6
caraate,7
Carabafia,9
caramel,7
carbamide,9
carbenzyme,10
carbide,7
esses,5
carbohemoglobin,15
carbohydrate,12
carbolfuchsin,13
carbolxylene,12
carboxyhemoglobin,17
carbuncle,9
carcinelcosis,13
carcinogenesis,14
carcinoid,9
carcinolytic,12
karkinos,8
carcinomatophobia,17
carcinomelcosis,15
carcoma,7
cardia,6
cardiagra,9
cardialgia,10
cardianastrophe,15
cardiasthma,11
cardiataxia,11
cardiectasia,12
cardioaortic,12
cardioarterial,14
cardiocele,10
cardioinhibitory,16
cardiomyoliposis,16
cardioneural,12
cardiopericarditis,18
cardiophone,11
cardioplegia,12
cardiopneumatic,15
cardiopneumograph,17
cardioptosia,12
cardioschisis,13
carditis,8
cardivalvuUtis,14
cargentos,9
Cargile,7
caribi,6
caries,6
carina,6
carinate,8
Carlsbad,8
Carlsbrunn,10
carmine,7
minum,5
carnivore,9
caroticotympanic,16
carotin,7
carotinemia,11
carpaine,8
caiphologia,11
carpitis,8
caipogenic,10
carpometacarpal,15
carpoptosia,11
carrier,7
cartilage,9
cartilaginification,19
cartilaginoid,13
cartilaginous,13
process,7
lage,4
carvi,5
caruncle,8
caruncula,9
Caruncle,8
carvene,7
caryenchyma,11
caryochromatophil,17
caryochrome,11
caryoclasis,11
caryogamy,9
caryogenesis,12
caryogenic,10
caryogonad,10
caryolobic,10
caryolobism,11
caryolymph,10
Division,8
caryolysis,10
caryomicrosome,14
caryophag,9
caryophil,9
caryoplastin,12
caryopsis,9
caryorrhexis,12
caryospherical,14
caryotheca,10
casease,7
caseation,9
casein,6
caseinogen,10
caseose,7
cashfi,6
Cassia,6
Castellani,10
casual,6
casualty,8
catabolite,10
catadicrotic,12
catadidymus,11
catagenesis,11
catalase,8
catalysin,9
catalysis,9
catapasm,8
cataphasia,10
cataphoresis,12
cataphylaxis,12
cataplasia,10
cataplasma,10
secondary,9
catarrh,7
catarrhal,9
catathermometer,15
catatonia,9
catatricrotic,13
catatricrotism,14
catechin,8
catechol,8
catechu,7
gambir,6
catenating,10
Catha,5
catheteroBtat,13
cathode,7
cathodograph,12
cation,6
cauaa,5
caudad,6
caudate,7
caudez,6
ture,4
thalami,7
caudiduct,9
caudocephalad,13
caul,4
caulicle,8
cauUne,6
caulophyllin,12
caumesthesia,12
causal,6
causalgia,9
caustlcum,9
cauter,6
cauterant,9
Cauterets,9
cauterize,9
cautery,7
cavernitis,10
cavernous,9
cavilla,7
Cavlte,6
cavitis,7
Cayenne,7
ceanothin,9
ceanothus,9
ceasmlc,7
cebocephalus,12
cecitis,7
cecum,5
celiectasia,11
celiocentesis,13
kolpos,6
celioelytrotomy,15
celioenterotomy,15
tomy,4
tera,4
celiomyomotomy,14
celiomyositis,13
celiosalpingectomy,18
cectomy,7
celitis,7
duced,5
tivum,5
cellase,7
cellasin,8
cellon,6
cellulicidal,12
cellulitis,10
celluloneuritis,15
celonychia,10
celophlebitis,13
koilos,6
celoschisis,11
cement,6
cementoperiostitls,18
cenesthesia,11
cenosite,8
censor,6
centaurea,9
centaurium,10
centibar,8
centiliter,10
centraphose,11
centriciput,11
centrifuge,10
centriole,9
centrocinesia,13
centrodesmose,13
centrolecithal,14
centrophose,11
centrosphere,12
cephaeline,10
Cephaelis,9
cephalhematocele,16
cephalhematoma,14
cephalhydrocele,15
cephalitis,10
cephalocaudal,13
cephalocele,11
cephalocercal,13
cephalochord,12
cephalomeningitis,17
cephalone,9
cephaloorbital,14
cephaloplegia,13
cephalorrhachidian,18
cephalothoracic,15
cephalotribe,12
ceptor,6
cerate,6
ceratitis,9
ceratodermatitis,16
ceratogenous,12
ceratohyal,10
cerclage,8
cerebellitis,12
cerebellorubrospinal,20
cerebellum,10
cerebralgia,11
cerebrasthenia,14
cerebiiform,11
cerebrifugal,12
cerebritis,10
cerebrophysiology,17
cerebropsychosis,16
cerebrorrhachidian,18
cerebroside,11
cerebrospinal,13
cerebrospinase,14
cerebrosuria,12
cerecloth,9
cerevisia,9
weight,6
cerolin,7
ceroplasty,10
cerumen,7
ceruminal,9
ceruse,6
cerviciplex,11
cervicitis,10
cervicobrachial,15
cervicofacial,13
cervicooccipital,16
cesarean,8
cesium,6
membranes,9
chafe,5
Chagres,7
chalarosis,10
chalastodennia,14
chalaza,7
chalazion,9
chalcosis,9
chalicosis,10
chalinoplasty,13
chalk,5
Challes,7
chalone,7
chalybeate,10
chamaelirium,12
chamber,7
Chamberland,11
chamecephalic,13
ground,6
chamecephalous,14
chazneprosopic,14
chamomile,9
champagne,9
chancre,7
chancroid,9
chancrous,9
Chantemesse,11
charbon,7
charlatan,9
charlatanism,12
charpie,7
charta,6
chartula,8
Charta,6
chasma,6
maugra,6
cheesy,6
chelen,6
chelerythrine,13
chelidon,8
chelidonium,11
cheloid,7
chelone,7
chemical,8
chemicocautery,14
cheminosis,10
chemiotaxis,11
chemise,7
chemism,7
chemistry,9
chemoceptor,11
chemoimmunology,15
chemolysis,10
chemoreceptor,13
chemoresistance,15
chemosis,8
cheaiosynthesis,15
chemotaxis,10
chemotherapy,12
chemotic,8
chemotropism,12
chenopodium,11
cheromania,10
cherophobia,11
Chian,5
chiasm,6
chiasma,7
chiasmatic,10
chignon,7
chigo,5
chilectropion,13
chilitis,8
chilognathopalatoschisis,24
chilognathouranoschisis,23
chiloplasty,11
chilopodiasis,13
chiloschisis,12
chilostomatoplasty,18
chilotomy,9
chimaphila,10
philos,6
chimaphilin,11
chimogene,9
china,5
chinaphenin,11
chinaphthol,11
chinaseptol,11
chinin,6
chinoidin,9
chinol,6
chinoline,9
chinone,7
chinopyrin,10
chinosol,8
chinotropin,11
chionablepsia,13
chionanthus,11
anthos,6
Chiracanthus,12
chiragra,8
chiralkol,9
chirapsia,9
chirata,7
chirocinesthesia,16
rocinesthetic,13
jognomy,7
Tognostic,9
iiokinesthesia,14
irokinesthetic,14
irol,4
iromegaly,9
Topody,6
ropompholyx,11
Topractic,9
ropractor,9
rospasm,7
lurgeon,7
rurgery,7
rurgical,8
tinous,6
tonitis,7
lamydobacteriaceae,18
Chlamydozoa,11
chloasma,8
atom,4
alcohol,7
chloralbacid,12
chloralose,10
hydras,6
chloralurethane,15
chloranemia,11
chlorazene,10
chlorcosane,11
chlorephidrosis,15
chloretone,10
chloridimetry,13
chlcrine,8
hydroxides,10
chlorodyne,10
cUoioblast,10
chloTOgenine,12
chlorolymphosarcoma,19
chloromorphine,14
chloromyeloma,13
chlorophane,11
chlorosarcolymphadeny,21
chlorosarcomyeloma,18
chlorostigma,12
chloroxyl,9
chloroxylonine,14
chloryl,7
choana,6
choanate,8
Choanoflagellata,16
choanoid,8
cholagogic,10
cholagogue,10
cholalic,8
cholangeitis,12
cholangiostomy,14
cholangiotomy,13
cholangitis,11
cholecyanin,11
cholecyst,9
cholecystalgia,14
cholecystectasia,16
cholecystectomy,15
cholecystendysis,16
cholecystenterorrhaphy,22
cholecystenterostomy,20
cholecystic,11
cholecystis,11
cholecystitis,13
cholecystocolostomy,19
cholecystocolotomy,18
cholecystoduodenostomy,22
cholecystogastrostomy,21
cholecystoileostomy,19
cholecystojejunostomy,21
cholecystoUthiasis,18
cholecystoUthotripsy,20
cholecystomy,12
cholecystopexy,14
cholecystoTThaphy,17
cholecystostomy,15
cholecystotomy,14
choledoch,9
choledochectasia,16
choledochectomy,15
choledochendysis,16
choledochitis,13
choledochoenterostomy,21
choledochoUthiasis,18
choledochoUthotomy,18
choledochoUthotripsy,20
choledochoplasty,16
choledochostomy,15
choledochotomy,14
choledochous,12
choledochus,11
cholehemia,10
choleic,7
cholelith,9
cholelithiasis,14
choleUthotomy,13
cholelithotripsy,16
cholelithotrity,15
cholemia,8
cholepyrrhin,12
cholera,7
bilious,7
cholerEiic,10
choleriform,11
cholerigenous,13
cholerine,9
cholerization,13
choleroid,9
cholerophobia,13
choleiythrin,12
cholerythrogen,14
cholesteatoma,13
cholesteremia,13
cholesterilin,13
cholesterin,11
cholesterinemia,15
cholesterinuria,15
cholesterol,11
cholesterolemia,15
cholesteroluria,15
choletelin,10
choletherapy,12
choleuria,9
cholic,6
choline,7
cholochrome,11
chologestin,11
chololith,9
chololithic,11
choloplania,11
cholorrhea,10
choluria,8
chondral,8
chondralgia,11
chondralloplasia,16
chondrectomy,12
chondriflcatioii,16
chondrify,9
chondrigen,10
chondrin,8
chondriomite,12
chondritis,10
chondroblast,12
chondrocaxcinozna,17
ichondroclast,13
chondroconia,12
chondria,8
chondrocostal,13
chondrocranium,14
chondrocyte,11
chondrodendron,14
chondrodynia,12
cliondrodysplasia,17
chondrodystrophia,17
chondrodystrophy,16
prominent,9
chondrofibroma,14
chondroform,11
chondrogen,10
chondrogenesis,14
chondroglossus,14
chondroglucose,14
chondrography,13
chondroid,9
chondrology,11
chondroma,9
chondromalacia,14
chondromatous,13
chondromitome,13
chondromucoid,13
chondromyoma,12
chondromyzoma,13
chondropharyngeus,17
chondrophyte,12
chondroplast,12
chondroporosis,14
chondroprotein,14
chondrosarcoma,14
chondrosis,10
chondiosome,11
chondrostemal,13
chondrotome,11
chondrotoxny,12
chondroxiphoid,14
chondrus,8
tions,5
chorda,6
chordal,7
chordee,7
chorditis,9
chordoma,8
chordoskeleton,14
chorea,6
hysteria,8
choreal,7
choreic,7
choreiform,10
choreoathetoid,14
choreoid,8
choreomania,11
choriocapillaris,16
choriocarcinoma,15
choriocele,10
chorioepithelioma,17
chorioid,8
chorioidea,10
chorioiditis,12
chorioidocyclitis,17
chorioidoiritis,15
chorioidoretinitis,18
chorioma,8
chorion,7
choTionepithelioma,18
chorionic,9
chorionin,9
chorionitis,11
Chorioptes,10
chorioretinal,13
chorioretinitis,15
choripetalous,13
choriphyllous,13
chorisepalous,13
chorisis,8
chorista,8
choristoblastoma,16
choristoma,10
choroid,7
choroidal,9
choroideremia,13
choroiditis,11
choroidoretinitis,17
chorology,9
choromania,10
chromaffin,10
chromaffinopathy,16
chiomatelopsia,14
chromatin,9
chromatinolysis,15
chromatinorrhexis,17
chromatisiu,11
chromatocinesis,15
chromatodysopia,15
chromatogenous,14
chromatolysis,13
chromatophagous,15
chromatophore,13
chromatophoroma,15
chromatopsia,12
chromatoptometry,16
chromaturia,11
chromesthesia,13
cbromidiation,13
chromidium,10
chromidrosis,12
chromiole,9
chromium,8
chromicum,9
chromocystoscopy,16
chromocyte,10
chromocytometer,15
chromogen,9
chromomere,10
chromopathy,11
chromophag,10
chromophil,10
chromophore,11
chromophose,11
chromoprotein,13
chromorrhinoirhea,17
chromosome,10
chronicity,10
chronograph,11
chronotropism,13
chrysaTobinum,13
araroba,7
chrysitis,9
chrysoidin,10
chthonophagla,13
chylangioma,11
chyle,5
chylema,7
chylemia,8
chylidrosis,11
chylifaction,12
chylifactive,12
chyliferous,11
chylification,13
chylocele,9
chylocyst,9
chyloderma,10
chylopericarditis,17
chylopericardium,16
chyloperitoneum,15
chylophoric,11
chylopleura,11
chylopoiesis,12
chylopoietic,12
chylosis,8
chylothorax,11
chylous,7
chyluria,8
chyme,5
chymification,13
chymosinogen,12
chymous,7
cicatrice,9
cicatricial,11
cicatrix,8
cicatrization,13
cicinnus,8
processes,9
ciliospinal,11
cimicifuga,10
cimicifugin,11
cina,4
cinanesthesia,13
clnchamidine,12
Cinchona,8
amounts,7
cinchona,8
bark,4
cinchonamine,12
cinchonate,10
cinchonic,9
cinchonicine,12
cinchonidina,12
cinchonina,10
cinchonism,10
cinchonize,10
cinchonology,12
cinchophen,10
cinchotozin,11
cinematics,10
cinematization,14
cineplastics,12
cinerea,7
cineritious,11
tutercle,8
cinesalgia,10
cinesia,7
cinesiatrics,12
cinesiesthesiometeT,19
cinesimeter,11
cinesiology,11
cinesioneurosis,15
cinesipathist,13
cinesipathy,11
cinesitherapy,13
cinesodic,9
cinesthesia,11
cinesthesiometer,16
cinetographic,13
cinetonucleus,13
cinetoplasm,11
cinnamein,9
cinocentrum,11
cionitis,8
cionoptosia,11
cionotome,9
circinate,9
circle,6
fice,4
circuit,7
circulus,8
circumanal,10
circumarticular,15
circumcision,12
circumcomeal,12
circumduction,13
circumferentia,14
circumflex,10
circumgemmal,12
circumnuclear,13
circumscissile,14
circumscriptus,14
cirrhonosus,11
cirrhosis,9
cirrose,7
cireectomy,10
cirsocele,9
cirsoid,7
cirsotomy,9
cissa,5
citrine,7
citrurea,8
cladode,7
cladosporiosis,14
Cladosporium,12
clapotage,9
clarification,13
clasmatoblast,13
clasmatocyte,12
claudication,12
claustral,9
claustrophobia,14
claustrum,9
clausura,8
clavelization,13
clavicle,8
cleavage,8
cleithrophobia,14
cleoid,6
clidagra,8
cUdarthritis,12
clidocostal,11
clidorrhezis,12
clidotripsy,11
clier,5
Climacteric,11
climacteric,11
climograph,10
ician,5
nocoris,7
lology,6
ieometer,8
stogamy,7
throphobia,10
toridauze,9
toridectomy,11
toriditis,9
clitoris,8
toridotomy,10
toris,5
clitoritis,10
cUtorism,8
clonicity,9
Clonorchiosis,13
Clonorchis,10
clupeine,8
cluttering,10
clyster,7
cnemial,7
cnemis,6
cnemitis,8
cnemoscoliosis,14
cnicin,6
cnidosis,8
coadunation,11
coagulase,9
coagulation,11
coagulative,11
coagulen,8
coagulinoid,11
form,4
coagulose,9
coalesce,8
coalescence,11
coaptation,10
coarct,6
coarctate,9
coarctotomy,11
coat,4
cobalt,6
cobaya,6
cobra,5
cocaina,7
cocaine,7
cocainidine,11
cocainism,9
cocainist,9
cocainomania,12
cocainomaniac,13
cocapyrine,10
cocci,5
coccidial,9
Coccidiidea,11
Coccidioides,12
coccidiosis,11
Coccidium,9
coccinella,10
coccinellin,11
coccogenous,11
coccoid,7
berry,5
coccyalgia,10
coccygalgia,11
coccygeal,9
coccygectomy,12
coccygerector,13
coccygeus,9
coccygodynia,12
coccyodynia,11
coccyx,6
posite,6
cochineal,9
cochlea,7
cochlear,8
cochleare,9
Cochlearia,10
cochlearia,10
cochleariform,13
cochleate,9
cochleitis,10
cochleovestibular,17
cochlitis,9
cocillana,9
cockle,6
cocoa,5
cocoanut,8
coctostabile,12
codeina,7
phas,4
codeine,7
coefficient,11
cceliadelphus,13
coelonychia,11
coetaneous,10
coferment,9
coffee,6
cognac,6
cohesion,8
cohesive,8
coinosite,9
coinsurance,11
coition,7
coitophobia,11
coitus,6
cola,4
colatorium,10
colchicein,10
colchicina,10
colchicine,10
colchicum,9
preparations,12
coleocele,9
coleocystitis,13
coles,5
colibaciUary,12
colibacilluria,14
colibacillus,12
colicolitis,11
colicoplegia,12
colicystitis,12
colicystopyelitls,17
coUform,7
colione,7
coliplication,13
puncture,8
uria,4
ossein,6
ninims,6
colliculitis,12
collidine,9
coUiquation,11
colliquative,12
fluid,5
irritant,8
hemostatic,10
colloid,7
colloidogen,11
collunarium,11
coloboma,8
retina,6
colocentesis,12
colocholecystostomy,19
coloclysis,10
coloclyster,11
olostomy,8
ynthein,7
ienteritis,10
colohepatopexy,14
ascending,9
where,5
colonalgia,10
colonitis,9
colonization,12
coloproctostomy,15
colon,5
coloptosia,10
colorectitis,12
colostomy,9
colostroirhea,13
colostrum,9
colpatresia,11
colpeuiynter,12
colpeurysis,11
colpitis,8
colpocele,9
colpocystitis,13
colpocystocele,14
colpocystosyrinz,16
sinus,5
colpodesmorrhaphy,17
colpodynia,10
colpohyperplasia,16
colpohysteropexy,16
colpohysterorrhaphy,19
colpomyomectomy,15
colpoperineorrhaphy,19
poptosia,8
porrhagia,9
pospasm,7
potherm,7
poxerosis,9
lumbittm,8
umella,6
limn,4
uniculus,8
columnization,13
colyone,7
colypeptic,10
colyseptic,10
combustion,10
comminuted,10
comminution,11
columnae,8
commissure,10
commotio,8
commotion,9
munis,5
mutator,7
patible,7
plaint,6
Lplementoid,11
completion,10
complexion,10
composition,11
compression,11
compulsion,10
concatenate,11
concave,7
concentration,13
conceptacle,11
conceptive,10
concha,6
tached,6
conchinine,10
conchitis,9
conchoidal,10
conchoscope,11
conchotome,10
concrescence,12
concrete,8
concretion,10
concussion,10
densation,9
idyle,5
idylion,7
condyle,7
femur,5
confectio,9
conditions,10
excipient,9
confection,10
confertus,9
confrontation,13
congestine,10
congestion,10
conglutination,14
conglutinin,11
conhydrine,10
conidiophore,12
conidiospore,12
coniine,7
Conine,6
coniology,9
fructus,7
conjugata,9
conjugate,9
spasm,5
jugate,6
conjunctivitis,14
conomyoidin,11
conquinine,10
conscious,9
consciousness,13
consensual,10
conservative,12
conserve,8
constipate,10
constitution,12
consumption,11
contagion,9
contagious,10
contagium,9
contiguity,10
continued,9
continuity,10
contour,7
contoured,9
contraception,13
contraceptive,13
contractio,10
contraction,11
contracture,11
contrafissura,13
contraindicant,14
contraindication,16
contratoxin,11
contrecoup,10
contrectation,13
Contrexiville,13
contribution,12
control,7
convalescence,13
fios,4
TffiS,5
convection,10
convergence,11
convergent,10
conversion,10
convolute,9
convolutio,10
coordination,12
coossify,8
copaiba,7
cope,4
copiopia,8
copodyskinesia,14
coprolagnia,11
coprolalia,10
coprolith,9
coprophagy,10
coprophil,9
coprophilia,11
coproplanesia,13
coprosterin,11
coprosterol,11
copulation,10
coracoacromial,14
coracobrachialis,16
coracohumeral,13
cordial,7
compositus,10
cordiale,8
corditis,8
coreclisis,10
corectasia,10
corectomedialysis,17
coredialysis,12
coremorphosis,13
corenclisis,11
coreometer,10
corestenoma,11
coretomedialysis,16
coriaceous,10
coriamyrtin,11
cormophyte,10
Lychnis,7
cornea,6
comeitis,8
comeoiritis,11
comified,8
comucominissural,16
comutine,8
comutol,7
corolla,7
crown,5
vOronale,8
coronary,8
corone,6
coroner,7
coronitis,9
coronium,8
coroparelcysis,14
corpuscle,9
corrective,10
corrode,7
corrosion,9
corrosive,9
corticifugal,12
corticipetal,12
coruscation,11
corydalin,9
corydaline,10
iTjio,5
Corynebacterium,15
coryza,6
cosapiin,8
cosmesis,8
cosmobion,9
cosxnoline,10
costochondral,13
costogenic,10
costoinferioT,13
costotransverse,15
costovertebral,14
costoxiphoid,12
cotamine,8
cotoin,6
cotyle,6
couching,8
cough,5
coulomb,7
coumarin,8
coimterextension,16
counterlrritant,15
inflammation,12
counteropening,14
couple,6
court,5
coussin,7
couvercle,9
couveuse,8
cowhage,7
cowperitis,10
coxarthritis,12
larthrocace,11
xltis,5
raigia,6
aigiasis,8
aniamphitomy,12
craniocele,10
cranioclasia,12
craniocleidodysostosis,22
craniofacial,12
craniognomy,11
craniology,10
craniophaiyngeal,16
craniorrhachischisis,20
craniosacral,12
cranioschisis,13
craniostenosis,14
craniostosis,12
craniotabes,11
cianlotome,10
craniotrypesis,14
cranltis,8
Crataegus,9
crave,5
crealbin,8
cream,5
creatinase,10
creatinine,10
creatorrhea,11
creatotoxism,12
criche,6
cremate,7
sote,4
creosote,8
cresamine,9
crescent,8
crescentic,10
cresylate,9
talc,4
cretinism,9
cretinistic,11
cretinoid,9
cretinous,9
cribrum,7
cricoarytenoid,14
cricoarytsenoideus,18
cricothyreoideus,16
cricotracheotomy,16
criminology,11
crinogenic,10
cripple,7
membrane,8
bone,4
groove,6
crocidismus,11
fron,4
dysmenorrhea,12
cross,5
crossed,7
crotalism,9
crotchet,8
croup,5
lupous,6
lupy,4
icial,5
irseus,6
ament,5
crusta,6
crustosus,9
cryalgesia,10
cryanesthesia,13
cryesthesia,11
cryogenin,9
cryostase,9
cryptanainnesia,15
cryptitis,9
Cryptococcus,12
cryptocrystalline,17
cryptomnesia,12
cryptopine,10
cryptopodia,11
cryptopyic,10
cryptoradiometer,16
cryptorchid,11
cryptorchidism,14
cryptorchis,11
cryptorrhea,11
cryptorrheic,12
crystalline,11
rstallitis,10
Cucurbitaces,12
cudbear,7
cuirass,7
Culicidae,9
culicifuge,10
culture,7
cumulative,10
cuneate,7
cuneifonn,9
fusiform,8
cunnilinguist,13
cuorin,6
cupped,6
cuprammonia,11
cuprase,7
cupreine,8
cupula,6
cupule,6
Curasao,7
curanjiin,9
curara,6
curarine,8
curcuma,7
rotunda,7
curettage,9
curette,7
curettement,11
curie,5
curled,6
liion,5
cuspis,6
cusso,5
Kousso,6
cuticle,7
cuticula,8
cutidure,8
cutireaction,12
cutisector,10
cutitis,7
cyanalcohol,11
cyanemia,8
cyanephidrosis,14
cyanhidrosis,12
cyanide,7
cyanochroia,11
cyanochroic,11
cyanocuprol,11
cyanoderma,10
nitrogen,8
cyanophil,9
cyanophose,10
Cyanophycese,12
